"TIME","GEO","AIRPOL","NACE_R2","UNIT","Value"
"2008","France","Carbon dioxide","Total - all NACE activities","Thousand tonnes","281,667.166"
"2008","France","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","60,422.36544"
"2008","France","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","44,135.42973"
"2008","France","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","11,592.72345"
"2008","France","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","777.74679"
"2008","France","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","1,192.88217"
"2008","Croatia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","18,670.94"
"2008","Croatia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,956.25141"
"2008","Croatia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,381.4514"
"2008","Croatia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","198.70433"
"2008","Croatia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2008","Croatia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","11.97609"
"2008","Italy","Carbon dioxide","Total - all NACE activities","Thousand tonnes","370,569.922"
"2008","Italy","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","46,745.32848"
"2008","Italy","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","19,316.419"
"2008","Italy","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6,652.17232"
"2008","Italy","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,712.38598"
"2008","Italy","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","511.59448"
"2008","Cyprus","Carbon dioxide","Total - all NACE activities","Thousand tonnes","7,545.833"
"2008","Cyprus","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","887.8382"
"2008","Cyprus","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","276.18691"
"2008","Cyprus","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","188.9242"
"2008","Cyprus","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2008","Cyprus","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","0.15253"
"2008","Latvia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","8,454.295"
"2008","Latvia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,728.01387"
"2008","Latvia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,604.98302"
"2008","Latvia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","99.11423"
"2008","Latvia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2008","Latvia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","5.23319"
"2008","Lithuania","Carbon dioxide","Total - all NACE activities","Thousand tonnes","15,080.868"
"2008","Lithuania","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,627.40044"
"2008","Lithuania","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,324.76629"
"2008","Lithuania","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","143.27168"
"2008","Lithuania","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2008","Lithuania","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","3.47488"
"2008","Luxembourg","Carbon dioxide","Total - all NACE activities","Thousand tonnes","7,394.178"
"2008","Luxembourg","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","621.4952"
"2008","Luxembourg","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","259.21977"
"2008","Luxembourg","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","17.6524"
"2008","Luxembourg","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2008","Luxembourg","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","6.0965"
"2008","Hungary","Carbon dioxide","Total - all NACE activities","Thousand tonnes","43,656.756"
"2008","Hungary","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,753.58995"
"2008","Hungary","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,802.43967"
"2008","Hungary","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","994.44648"
"2008","Hungary","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4.79871"
"2008","Hungary","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","94.54282"
"2008","Malta","Carbon dioxide","Total - all NACE activities","Thousand tonnes","3,414.175"
"2008","Malta","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","144.83201"
"2008","Malta","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","54.00658"
"2008","Malta","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","66.73551"
"2008","Malta","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2008","Malta","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","1.7339"
"2008","Netherlands","Carbon dioxide","Total - all NACE activities","Thousand tonnes","169,985.052"
"2008","Netherlands","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","19,836.39447"
"2008","Netherlands","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","8,554.93782"
"2008","Netherlands","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,862.8811"
"2008","Netherlands","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","337.13692"
"2008","Netherlands","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2008","Austria","Carbon dioxide","Total - all NACE activities","Thousand tonnes","56,280.885"
"2008","Austria","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,169.41013"
"2008","Austria","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,557.45547"
"2008","Austria","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,047.76436"
"2008","Austria","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","208.18649"
"2008","Austria","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","372.89123"
"2008","Poland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","287,560.044"
"2008","Poland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","46,346.51267"
"2008","Poland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","22,787.76514"
"2008","Poland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,628.91427"
"2008","Poland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","161.22499"
"2008","Poland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","32.87051"
"2008","Portugal","Carbon dioxide","Total - all NACE activities","Thousand tonnes","51,891.3"
"2008","Portugal","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","11,842.8625"
"2008","Portugal","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,565.8382"
"2008","Portugal","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","861.9581"
"2008","Portugal","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5.5815"
"2008","Portugal","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","30.3558"
"2008","Romania","Carbon dioxide","Total - all NACE activities","Thousand tonnes","93,039.627"
"2008","Romania","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","32,597.69715"
"2008","Romania","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,764.59833"
"2008","Romania","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","946.94509"
"2008","Romania","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","17.86846"
"2008","Romania","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","33.83053"
"2008","Slovenia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","15,339.646"
"2008","Slovenia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,105.43846"
"2008","Slovenia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","727.65663"
"2008","Slovenia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","93.90802"
"2008","Slovenia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","14.73526"
"2008","Slovenia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","19.37053"
"2008","Slovakia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","39,086.514"
"2008","Slovakia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,827.08219"
"2008","Slovakia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,255.37642"
"2008","Slovakia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","389.08982"
"2008","Slovakia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","42.75818"
"2008","Slovakia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","18.85118"
"2008","Finland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","54,601.035"
"2008","Finland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,164.51512"
"2008","Finland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,880.9204"
"2008","Finland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","953.44706"
"2008","Finland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","13.84864"
"2008","Finland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","26.65889"
"2008","Sweden","Carbon dioxide","Total - all NACE activities","Thousand tonnes","49,461.568"
"2008","Sweden","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,491.53681"
"2008","Sweden","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,886.8174"
"2008","Sweden","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","677.79669"
"2008","Sweden","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","347.85189"
"2008","Sweden","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","72.31862"
"2008","United Kingdom","Carbon dioxide","Total - all NACE activities","Thousand tonnes","451,174.448"
"2008","United Kingdom","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","75,520.6382"
"2008","United Kingdom","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","23,466.6882"
"2008","United Kingdom","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","11,225.71954"
"2008","United Kingdom","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","266.2418"
"2008","United Kingdom","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","682.5047"
"2008","Norway","Carbon dioxide","Total - all NACE activities","Thousand tonnes","53,923.203"
"2008","Norway","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,079.22538"
"2008","Norway","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,254.7744"
"2008","Norway","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","613.66462"
"2008","Norway","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","895.99086"
"2008","Norway","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","51.8663"
"2008","Switzerland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","27,920.242"
"2008","Switzerland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,266.30399"
"2008","Switzerland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,385.1142"
"2008","Switzerland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","979.09538"
"2008","Switzerland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","57.82443"
"2008","Switzerland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","218.59008"
"2008","Serbia","Carbon dioxide","Total - all NACE activities","Thousand tonnes",":"
"2008","Serbia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2008","Serbia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2008","Serbia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2008","Serbia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2008","Serbia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2008","Turkey","Carbon dioxide","Total - all NACE activities","Thousand tonnes","241,820.66"
"2008","Turkey","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","45,547.71152"
"2008","Turkey","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","24,885.16029"
"2008","Turkey","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2008","Turkey","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2008","Turkey","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
